#TYPE Microsoft.ActiveDirectory.Management.ADGroup
"DistinguishedName","GroupCategory","GroupScope","Name","ObjectClass","ObjectGUID","SamAccountName","SID"
"CN=HS VDI U drive for Brijesh Patel Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI U drive for Brijesh Patel Faculty","group","6dd3fa85-1c0c-4a52-95e4-793d0718162a","HS VDI U drive for Brijesh Patel Faculty","S-1-5-21-865322659-4255640127-3857865232-146735"
"CN=HS VDI U drive for Brijesh Patel Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI U drive for Brijesh Patel Student","group","48e855ba-c22e-4aec-80e9-4a4d9aa6a0f0","HS VDI U drive for Brijesh Patel Student","S-1-5-21-865322659-4255640127-3857865232-146737"
"CN=HS VDI Drug-Related ED Visits 2019 vs 2020 Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Drug-Related ED Visits 2019 vs 2020 Faculty","group","400b8c1e-ddda-4dcd-b921-29d2a466d4f5","HS VDI Drug-Related ED Visits 2019 vs 2020 Faculty","S-1-5-21-865322659-4255640127-3857865232-146746"
"CN=HS VDI Drug-Related ED Visits 2019 vs 2020 Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Drug-Related ED Visits 2019 vs 2020 Student","group","aa0501f2-7ae0-4e9f-82be-83a79d87f131","HS VDI Drug-Related ED Visits 2019 vs 2020 Student","S-1-5-21-865322659-4255640127-3857865232-146747"
"CN=Securing RDP (SWEET32) Clients,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Securing RDP (SWEET32) Clients","group","a33329e3-2088-49af-8b74-6956d4068f16","Securing RDP (SWEET32) Clients","S-1-5-21-865322659-4255640127-3857865232-146756"
"CN=HS VDI OUD Research Studies Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI OUD Research Studies Faculty","group","83bf9428-8123-4304-9e4e-aa2772886cec","HS VDI OUD Research Studies Faculty","S-1-5-21-865322659-4255640127-3857865232-146772"
"CN=HS VDI OUD Research Studies Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI OUD Research Studies Student","group","62a1947c-441b-42c8-b64d-0cffe574668e","HS VDI OUD Research Studies Student","S-1-5-21-865322659-4255640127-3857865232-146773"
"CN=HS VDI DBS-OUD Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI DBS-OUD Faculty","group","d7b47ce7-8b89-4764-9bf5-45a7a4f7195e","HS VDI DBS-OUD Faculty","S-1-5-21-865322659-4255640127-3857865232-146774"
"CN=HS VDI DBS-OUD Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI DBS-OUD Student","group","01ca9fcf-d904-48f9-aa28-e4cf1f0f9c03","HS VDI DBS-OUD Student","S-1-5-21-865322659-4255640127-3857865232-146775"
"CN=HS VDI Stroke and TIA Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Stroke and TIA Faculty","group","71ed161b-b8f6-4b15-a609-cdbf476f6ed9","HS VDI Stroke and TIA Faculty","S-1-5-21-865322659-4255640127-3857865232-146776"
"CN=HS VDI Stroke and TIA Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Stroke and TIA Student","group","84a5c132-5ee3-47a7-8c77-342d5977825a","HS VDI Stroke and TIA Student","S-1-5-21-865322659-4255640127-3857865232-146777"
"CN=WVUH Fuji Learning Environment,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","WVUH Fuji Learning Environment","group","1d2ead4c-7fe7-43c2-b79d-4ed2ff3c17b7","WVUH Fuji Learning Environment","S-1-5-21-865322659-4255640127-3857865232-134531"
"CN=WVUH Fuji Learning Environment Admins,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","WVUH Fuji Learning Environment Admins","group","814558b8-f412-4231-b98c-4be5c73bfc82","WVUH Fuji Learning Environment Admins","S-1-5-21-865322659-4255640127-3857865232-134532"
"CN=Software-GlobalProtect-F,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Software-GlobalProtect-F","group","4e408dfb-6ab6-4264-ad67-ce362ef57fdb","Software-GlobalProtect-F","S-1-5-21-865322659-4255640127-3857865232-134534"
"CN=RDSH Notepad Plus Plus,OU=Applications,OU=VDI,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","RDSH Notepad Plus Plus","group","5ed1c9ae-4df3-420f-bca7-8105391c1f37","RDSH Notepad Plus Plus","S-1-5-21-865322659-4255640127-3857865232-135489"
"CN=RDSH JAGS,OU=Applications,OU=VDI,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","RDSH JAGS","group","330e2bf3-1ad4-433c-b525-b2d17030ecc9","RDSH JAGS","S-1-5-21-865322659-4255640127-3857865232-135490"
"CN=SOP Intune Users,OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","SOP Intune Users","group","997656c9-6aee-4f22-b084-4f999f0afbaf","SOP Intune Users","S-1-5-21-865322659-4255640127-3857865232-133023"
"CN=Humanperf Intune users,OU=HUMANPERF,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Humanperf Intune users","group","bb103ee0-5245-4d61-af1f-68fd84feb882","Humanperf Intune users","S-1-5-21-865322659-4255640127-3857865232-133024"
"CN=HS VDI Vascular Inflammation in Cancer Patients Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Vascular Inflammation in Cancer Patients Faculty","group","ced0a3a3-f9cb-4de8-af6a-c00f6eb2b4c4","HS VDI Vascular Inflammation in Cancer Patients Faculty","S-1-5-21-865322659-4255640127-3857865232-147150"
"CN=HS VDI Vascular Inflammation in Cancer Patients Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Vascular Inflammation in Cancer Patients Student","group","c3c6fd8f-dbd2-471b-912e-569b93d642db","HS VDI Vascular Inflammation in Cancer Patients Student","S-1-5-21-865322659-4255640127-3857865232-147151"
"CN=1060-Minolta-4700P Group,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","1060-Minolta-4700P Group","group","0e2a0789-0188-4f6f-83b0-4c727405b499","1060-Minolta-4700P Group","S-1-5-21-865322659-4255640127-3857865232-135498"
"CN=Peds RAPP File Share,OU=PEDS,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Peds RAPP File Share","group","bdcaef90-4e3e-4313-bd06-36c45f5b21a2","Peds RAPP File Share","S-1-5-21-865322659-4255640127-3857865232-135499"
"CN=MGP TCCT File Share Group,OU=MGP,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","MGP TCCT File Share Group","group","81116c44-e9e4-44d1-a589-5ecbe4972d58","MGP TCCT File Share Group","S-1-5-21-865322659-4255640127-3857865232-135500"
"CN=HS VDI Occ Med Data Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Occ Med Data Faculty","group","057ac299-d563-4db5-885c-9315ead2a5f1","HS VDI Occ Med Data Faculty","S-1-5-21-865322659-4255640127-3857865232-147161"
"CN=HS VDI Occ Med Data Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Occ Med Data Student","group","18cd5601-a2a7-465b-b089-bfe091a74c09","HS VDI Occ Med Data Student","S-1-5-21-865322659-4255640127-3857865232-147162"
"CN=HS VDI?SOR?Group,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI?SOR?Group","group","c25eab9e-a3c1-499a-af87-1cc094177798","HS VDI?SOR?Group","S-1-5-21-865322659-4255640127-3857865232-147163"
"CN=HS VDI SOR Group,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI SOR Group","group","41faa3f5-e767-4a37-8e29-8afcdb20e669","HS VDI SOR Group","S-1-5-21-865322659-4255640127-3857865232-135501"
"CN=Software-Jabber-A,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Software-Jabber-A","group","c8b98173-0dde-4b9c-b718-ba234d3e166b","Software-Jabber-A","S-1-5-21-865322659-4255640127-3857865232-135004"
"CN=Software-Jabber-F,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Software-Jabber-F","group","8123ce19-e236-4b7a-a210-889c5376de13","Software-Jabber-F","S-1-5-21-865322659-4255640127-3857865232-135005"
"CN=CRH2-Adult Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","CRH2-Adult Group","group","3cadc5e1-b2a1-409e-8382-367b27870d9b","CRH2-Adult Group","S-1-5-21-865322659-4255640127-3857865232-135503"
"CN=CRH1-OutPatReg Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","CRH1-OutPatReg Group","group","69c8ccda-aa20-49b4-8102-eac4148d629f","CRH1-OutPatReg Group","S-1-5-21-865322659-4255640127-3857865232-135504"
"CN=HSCG-Rad-Educ Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","HSCG-Rad-Educ Group","group","e4e0bc55-3207-4e1f-af75-6bb38a90e399","HSCG-Rad-Educ Group","S-1-5-21-865322659-4255640127-3857865232-135505"
"CN=HSC4-ENT-Rm2220B Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","HSC4-ENT-Rm2220B Group","group","bc74f94f-e154-4a9f-8ec1-030c521807b6","HSC4-ENT-Rm2220B Group","S-1-5-21-865322659-4255640127-3857865232-135506"
"CN=H-HSC-GENPED-PRT Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","H-HSC-GENPED-PRT Group","group","3c910a5f-b173-4b57-b369-0fce42bb1ce1","H-HSC-GENPED-PRT Group","S-1-5-21-865322659-4255640127-3857865232-135507"
"CN=HSCB-RadOn-DosiCol Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","HSCB-RadOn-DosiCol Group","group","5efe9b6b-33cd-4242-9153-2308cb27054a","HSCB-RadOn-DosiCol Group","S-1-5-21-865322659-4255640127-3857865232-135508"
"CN=HS VDI AD Research Studies,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI AD Research Studies","group","ec2fb9f4-ed59-4bcb-baaa-83ab9b432a10","HS VDI AD Research Studies","S-1-5-21-865322659-4255640127-3857865232-133029"
"CN=HSC Tableau Users,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HSC Tableau Users","group","bb44eb23-39a0-46e8-ba71-1478ba556f85","HSC Tableau Users","S-1-5-21-865322659-4255640127-3857865232-133030"
"CN=4626-minolta-223 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","4626-minolta-223 Group","group","d8782b67-f8df-4f1b-b954-7f1bb3016bac","4626-minolta-223 Group","S-1-5-21-865322659-4255640127-3857865232-135512"
"CN=Disable SSL TLS Vulnerable Versions Exceptions,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Disable SSL TLS Vulnerable Versions Exceptions","group","dbd63b80-1052-462a-bd67-43d4b2ad45fd","Disable SSL TLS Vulnerable Versions Exceptions","S-1-5-21-865322659-4255640127-3857865232-140620"
"CN=Obgyn Education Team Files Share,OU=OBGYN,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Obgyn Education Team Files Share","group","13c01c2c-359d-4756-8b1b-5275cd69b7de","Obgyn Education Team Files Share","S-1-5-21-865322659-4255640127-3857865232-135515"
"CN=WVD Project Groups,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","WVD Project Groups","group","9d538811-8055-46f6-903d-b200346c68dd","WVD Project Groups","S-1-5-21-865322659-4255640127-3857865232-134544"
"CN=HAFFS WVD Pilot,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HAFFS WVD Pilot","group","0b24da5d-a389-43e8-8205-6cfb3911492f","HAFFS WVD Pilot","S-1-5-21-865322659-4255640127-3857865232-134545"
"CN=RNI Intune Users,OU=BRNI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","RNI Intune Users","group","37499549-0cad-4ac0-a3f3-89fd398c2807","RNI Intune Users","S-1-5-21-865322659-4255640127-3857865232-134546"
"CN=its-rc-research-setolalab,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-research-setolalab","group","f7d00f12-e939-4b77-9929-9179165806c7","its-rc-research-setolalab","S-1-5-21-865322659-4255640127-3857865232-134548"
"CN=HS VDI OccupationCOVID19Data,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI OccupationCOVID19Data","group","66c28609-45ca-4d02-99ec-d997e2f0a355","HS VDI OccupationCOVID19Data","S-1-5-21-865322659-4255640127-3857865232-135518"
"CN=HS VDI ECHO Stenosis Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI ECHO Stenosis Faculty","group","14e6ff59-216d-4b6c-af6e-eef1da8f92aa","HS VDI ECHO Stenosis Faculty","S-1-5-21-865322659-4255640127-3857865232-147256"
"CN=HS VDI ECHO Stenosis Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI ECHO Stenosis Student","group","b46b6c15-3b7f-49ed-9a93-3b70eaf5c663","HS VDI ECHO Stenosis Student","S-1-5-21-865322659-4255640127-3857865232-147257"
"CN=HS VDI HF RPH project Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI HF RPH project Faculty","group","4cb1c6ba-c88a-4c84-bf3a-9acb78030818","HS VDI HF RPH project Faculty","S-1-5-21-865322659-4255640127-3857865232-147258"
"CN=HS VDI HF RPH project Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI HF RPH project Student","group","cd1c0fcf-0d78-4913-8530-8375ac7bc7a8","HS VDI HF RPH project Student","S-1-5-21-865322659-4255640127-3857865232-147259"
"CN=Resgrad T-32 folder RO Group,OU=RESGRAD,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Resgrad T-32 folder RO Group","group","efc31160-75bf-4e67-9fd1-96360e2b8119","Resgrad T-32 folder RO Group","S-1-5-21-865322659-4255640127-3857865232-134557"
"CN=HS Stoilov Research Group,OU=BIOCHEM,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS Stoilov Research Group","group","b159ca4a-f849-4849-adcf-dde60fb55832","HS Stoilov Research Group","S-1-5-21-865322659-4255640127-3857865232-147262"
"CN=HS VDI Mountaineer Sports Medicine Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI Mountaineer Sports Medicine Faculty","group","7b2d1448-affe-448f-9ff5-d9361a29f20c","HS VDI Mountaineer Sports Medicine Faculty","S-1-5-21-865322659-4255640127-3857865232-147349"
"CN=HS VDI Mountaineer Sports Medicine Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI Mountaineer Sports Medicine Student","group","b0addcae-5813-4a2a-9b36-8a6fd581c837","HS VDI Mountaineer Sports Medicine Student","S-1-5-21-865322659-4255640127-3857865232-147350"
"CN=HSC AVP madamsmichenko resident budgets RW folder group,OU=AVP,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","HSC AVP madamsmichenko resident budgets RW folder group","group","95e0b55f-e5b7-46bd-a2ae-300acb091243","HSC AVP madamsmichenko resident budgets RW folder group","S-1-5-21-865322659-4255640127-3857865232-135024"
"CN=HSC AVP madamsmichenko WVUHire Documents RW folder group,OU=AVP,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","HSC AVP madamsmichenko WVUHire Documents RW folder group","group","3d08c8c0-108d-4bd9-b21b-d56549a02819","HSC AVP madamsmichenko WVUHire Documents RW folder group","S-1-5-21-865322659-4255640127-3857865232-135025"
"CN=HSC AVP Finance Offer Letters RW folder group,OU=AVP,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","HSC AVP Finance Offer Letters RW folder group","group","7f15c412-a73a-46c6-af80-2487b0696c7e","HSC AVP Finance Offer Letters RW folder group","S-1-5-21-865322659-4255640127-3857865232-135026"
"CN=HS VDI Grant _Disposal Study Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Grant _Disposal Study Faculty","group","4b9058df-7654-4c06-830c-ca170ff2dd3f","HS VDI Grant _Disposal Study Faculty","S-1-5-21-865322659-4255640127-3857865232-147366"
"CN=HS VDI Grant _Disposal Study Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Grant _Disposal Study Student","group","d32ee3f8-f128-4351-9f80-33147dd24f42","HS VDI Grant _Disposal Study Student","S-1-5-21-865322659-4255640127-3857865232-147367"
"CN=HS VDI Guiding prehospital transport Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Guiding prehospital transport Faculty","group","ccfa64d3-6825-4550-a093-faf5f19e7edc","HS VDI Guiding prehospital transport Faculty","S-1-5-21-865322659-4255640127-3857865232-147386"
"CN=HS VDI Guiding prehospital transport Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Guiding prehospital transport Student","group","e446a32a-e8a9-43fa-8317-58287c77c741","HS VDI Guiding prehospital transport Student","S-1-5-21-865322659-4255640127-3857865232-147387"
"CN=erma116-hpm451nw Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","erma116-hpm451nw Group","group","58d84d5c-e1b4-4723-a452-8d0cba7de6dd","erma116-hpm451nw Group","S-1-5-21-865322659-4255640127-3857865232-134566"
"CN=1007-BizhubC224E Group,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","1007-BizhubC224E Group","group","65f3a0ba-755a-4f20-bccf-45819eabf485","1007-BizhubC224E Group","S-1-5-21-865322659-4255640127-3857865232-134567"
"CN=1184-BizhubC3110 Group,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","1184-BizhubC3110 Group","group","c8a9b13d-77ff-45d2-880b-b41d2d3612c1","1184-BizhubC3110 Group","S-1-5-21-865322659-4255640127-3857865232-135535"
"CN=ITS Web SFTP over VPN Group,OU=PaloAltos,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","ITS Web SFTP over VPN Group","group","c4196dc4-28fe-4aee-8462-e524364dede5","ITS Web SFTP over VPN Group","S-1-5-21-865322659-4255640127-3857865232-135539"
"CN=HS VDI BMC ED Data Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI BMC ED Data Faculty","group","32fb5eec-8f0e-4b5f-b1c5-642c9ea015b4","HS VDI BMC ED Data Faculty","S-1-5-21-865322659-4255640127-3857865232-147416"
"CN=HS VDI BMC ED Data Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI BMC ED Data Student","group","57782ba2-18c2-489d-81c8-bf733081de27","HS VDI BMC ED Data Student","S-1-5-21-865322659-4255640127-3857865232-147417"
"CN=HS VDI?COVID Policy Evaluation?Group,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI?COVID Policy Evaluation?Group","group","b54bd72f-4dc3-4439-a7ae-05dd47fa6e47","HS VDI?COVID Policy Evaluation?Group","S-1-5-21-865322659-4255640127-3857865232-147434"
"CN=HS VDI Thakur_COVID Policy Evaluation Group,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Thakur_COVID Policy Evaluation Group","group","ece97e4f-c0ed-41ab-9701-cfd751af4779","HS VDI Thakur_COVID Policy Evaluation Group","S-1-5-21-865322659-4255640127-3857865232-134573"
"CN=its-rc-hsc-research-lab-Varvoutis,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-Varvoutis","group","8baea443-dc58-4408-adb7-5027ed5ee168","its-rc-hsc-research-lab-Varvoutis","S-1-5-21-865322659-4255640127-3857865232-134575"
"CN=its-rc-hsc-research-lab-bardes,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-bardes","group","43b83120-88ea-40a2-8ed6-850bc3e84656","its-rc-hsc-research-lab-bardes","S-1-5-21-865322659-4255640127-3857865232-135037"
"CN=HS VDI Spinal Cord Stimulator Chart Review Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI Spinal Cord Stimulator Chart Review Faculty","group","c9d2afcb-a5aa-4f40-99fb-00610531de46","HS VDI Spinal Cord Stimulator Chart Review Faculty","S-1-5-21-865322659-4255640127-3857865232-147448"
"CN=HS VDI Spinal Cord Stimulator Chart Review Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI Spinal Cord Stimulator Chart Review Student","group","62ea94d3-1f5b-4dd0-b9f5-108e62db147b","HS VDI Spinal Cord Stimulator Chart Review Student","S-1-5-21-865322659-4255640127-3857865232-147449"
"CN=g190-minolta-c3110  Group,OU=PEDS,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","g190-minolta-c3110  Group","group","1833993c-cbc2-4223-ac8a-3437fe91ce79","g190-minolta-c3110  Group","S-1-5-21-865322659-4255640127-3857865232-134577"
"CN=Teams RSS Application Group,OU=Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Teams RSS Application Group","group","9c5e5baf-5489-43e9-985f-899021989892","Teams RSS Application Group","S-1-5-21-865322659-4255640127-3857865232-147462"
"CN=OBGYN Accounting File Share,OU=OBGYN,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","OBGYN Accounting File Share","group","624d39c6-dc36-43bb-8dc5-e4b77da69278","OBGYN Accounting File Share","S-1-5-21-865322659-4255640127-3857865232-147495"
"CN=HS VDI EPIC-WVU Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI EPIC-WVU Faculty","group","a7ec5317-f787-4726-9750-987f54a88397","HS VDI EPIC-WVU Faculty","S-1-5-21-865322659-4255640127-3857865232-147507"
"CN=HS VDI EPIC-WVU Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI EPIC-WVU Student","group","8e65e97c-84d3-4803-bc96-ba188c028882","HS VDI EPIC-WVU Student","S-1-5-21-865322659-4255640127-3857865232-147508"
"CN=5303-ricoh-c300 Group,OU=SURG,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","5303-ricoh-c300 Group","group","7fb1abc0-eec2-4652-b485-979b3b51093e","5303-ricoh-c300 Group","S-1-5-21-865322659-4255640127-3857865232-134590"
"CN=HS VDI Family Teamwork in Asthma Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI Family Teamwork in Asthma Faculty","group","750d3277-c6d4-4550-8c1c-3ac7645da54b","HS VDI Family Teamwork in Asthma Faculty","S-1-5-21-865322659-4255640127-3857865232-147547"
