"SamAccountName","ComputerName","ComputerCreationDate","ComputerChanged","OperatingSystem","OperatingSystemVersion","OperatingSystemServicePack","OperatingSystemHotfix","DistinguishedName"
"HSCED0EA6$","HSCED0EA6","3/20/2019 12:35:55 PM","10/13/2021 10:44:44 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSCED0EA6,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED0E94$","HSCED0E94","3/20/2019 12:37:43 PM","10/13/2021 10:44:44 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSCED0E94,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED0F2C$","HSCED0F2C","3/20/2019 1:07:08 PM","10/13/2021 10:44:44 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSCED0F2C,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H62171$","H62171","3/20/2019 1:03:20 PM","12/6/2021 6:14:22 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H62171,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICRO1407$","HSMICRO1407","3/20/2019 2:05:07 PM","10/13/2021 10:47:24 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSMICRO1407,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H56926$","H56926","1/15/2019 4:13:04 PM","3/25/2021 8:14:25 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=H56926,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"jmarton-imac$","jmarton-imac","4/10/2015 12:07:56 PM","7/29/2019 3:27:24 PM","Mac OS X","10.14 (391)",,,"CN=jmarton-imac,OU=Helpdesk,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU8HL5DV2$","CWVU8HL5DV2","3/22/2019 10:31:02 AM","9/10/2020 11:45:58 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=CWVU8HL5DV2,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PHYSIOEE59$","PHYSIOEE59","3/21/2019 6:17:55 PM","12/6/2021 9:28:12 AM","Windows 10 Enterprise","10.0 (18362)",,,"CN=PHYSIOEE59,OU=Physiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED507A$","HSCED507A","3/22/2019 2:21:37 PM","7/27/2021 11:50:48 PM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSCED507A,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED50C4$","HSCED50C4","3/22/2019 2:24:52 PM","12/2/2021 8:12:28 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSCED50C4,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H72382$","H72382","3/12/2019 3:33:40 PM","3/9/2021 5:38:45 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=H72382,OU=Neurosurgery,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRADCFB3$","HSRADCFB3","3/22/2019 12:07:58 PM","12/7/2021 11:23:11 AM","Windows 10 Enterprise","10.0 (19043)",,,"CN=HSRADCFB3,OU=Radiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM447F3$","HSPALM447F3","3/25/2019 8:42:26 AM","12/8/2021 5:45:22 AM","Windows 10 Enterprise","10.0 (18363)",,,"CN=HSPALM447F3,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PHYSIOEF58$","PHYSIOEF58","3/22/2019 4:21:59 PM","11/30/2021 1:33:14 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=PHYSIOEF58,OU=Physiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-SOLE1$","ITSWEB-SOLE1","3/26/2019 4:15:25 PM","12/4/2021 11:08:58 PM","Windows Server 2019 Standard","10.0 (17763)",,,"CN=ITSWEB-SOLE1,OU=ITS Web Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-SOLE2$","ITSWEB-SOLE2","3/26/2019 4:19:11 PM","12/5/2021 6:45:06 AM","Windows Server 2019 Standard","10.0 (17763)",,,"CN=ITSWEB-SOLE2,OU=ITS Web Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSETHICSCFF2$","HSETHICSCFF2","3/22/2019 8:27:11 AM","12/8/2021 2:13:12 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSETHICSCFF2,OU=Ethics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"WVUCICPC7F64$","WVUCICPC7F64","8/1/2018 4:10:59 PM","10/27/2021 2:37:44 PM","Windows 10 Enterprise","10.0 (17134)",,,"CN=WVUCICPC7F64,OU=10-27-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H62181$","H62181","3/20/2019 1:06:47 PM","5/5/2021 7:38:58 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=H62181,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDS3489$","HSPEDS3489","7/8/2013 10:11:58 AM","10/13/2021 10:48:25 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HSPEDS3489,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDSFA50$","HSPEDSFA50","12/3/2013 12:05:52 PM","10/13/2021 10:48:40 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HSPEDSFA50,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PEDS-4537$","HS-PEDS-4537","3/26/2019 3:18:53 PM","3/9/2021 9:30:00 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HS-PEDS-4537,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000902$","HSSPH0000902","3/27/2019 3:28:02 PM","5/4/2021 8:50:07 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSSPH0000902,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICRO54A7$","HSMICRO54A7","3/28/2019 8:06:54 AM","11/4/2020 8:20:32 AM","Windows 10 Enterprise","10.0 (18363)",,,"CN=HSMICRO54A7,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PEDS-7613$","HS-PEDS-7613","3/27/2019 3:57:56 PM","10/13/2021 10:48:25 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HS-PEDS-7613,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICRO5813$","HSMICRO5813","3/28/2019 10:08:07 AM","12/8/2021 4:55:55 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSMICRO5813,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PHYSIOF8E5$","PHYSIOF8E5","3/27/2019 3:16:23 PM","6/16/2021 8:41:54 PM","Windows 10 Pro","10.0 (17763)",,,"CN=PHYSIOF8E5,OU=Physiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000903$","HSSPH0000903","3/27/2019 2:46:32 PM","12/8/2021 2:13:09 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSSPH0000903,OU=MGMT,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDS7613$","HSPEDS7613","3/28/2019 2:57:53 PM","12/2/2021 4:35:18 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSPEDS7613,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PS-WIN7-VBOX$","PS-WIN7-VBOX","4/20/2010 5:52:16 PM","10/13/2021 10:52:10 AM","Windows 7 Ultimate","6.1 (7601)","Service Pack 1",,"CN=PS-WIN7-VBOX,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSINFDISF4A7$","HSINFDISF4A7","3/27/2019 3:15:37 PM","10/13/2021 10:46:49 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSINFDISF4A7,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPHYS-VSANDERS$","HSPHYS-VSANDERS","3/28/2019 4:23:19 PM","10/13/2021 10:48:40 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSPHYS-VSANDERS,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SCCM-CHSC$","HS-SCCM-CHSC","3/22/2019 2:23:04 PM","2/4/2021 11:10:22 PM","Windows Server 2019 Standard","10.0 (17763)",,,"CN=HS-SCCM-CHSC,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRESGRADCFCF$","HSRESGRADCFCF","3/27/2019 8:33:32 AM","12/3/2021 6:03:00 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSRESGRADCFCF,OU=ResGrad,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000901$","HSSPH0000901","3/27/2019 5:14:38 PM","11/15/2021 9:27:10 AM","Windows 10 Pro","10.0 (17763)",,,"CN=HSSPH0000901,OU=SPH Laptops,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MININT-4B5FFTT$","MININT-4B5FFTT","4/1/2019 12:29:11 PM","10/13/2021 10:51:34 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=MININT-4B5FFTT,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSFSAPCEF8$","HSFSAPCEF8","3/28/2019 2:45:12 PM","12/5/2021 2:42:09 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSFSAPCEF8,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBMEDLP7BC2$","HSBMEDLP7BC2","4/1/2019 7:56:36 AM","11/4/2021 6:07:45 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSBMEDLP7BC2,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRNID790$","HSRNID790","3/27/2019 4:10:41 PM","12/3/2021 11:01:02 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSRNID790,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"WVUCICTRU7466$","WVUCICTRU7466","4/1/2019 10:25:09 AM","12/9/2021 2:10:09 PM","Windows 10 Enterprise","10.0 (17763)",,,"CN=WVUCICTRU7466,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU8HL0DV2$","CWVU8HL0DV2","4/1/2019 1:14:42 PM","10/26/2021 11:17:15 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=CWVU8HL0DV2,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBMEDLP83C3$","HSBMEDLP83C3","3/29/2019 10:39:52 AM","12/7/2021 9:41:26 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSBMEDLP83C3,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PEDXM10$","PEDXM10","4/19/2018 8:30:00 AM","10/26/2021 11:27:47 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=PEDXM10,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBIOCHEM4563$","HSBIOCHEM4563","4/1/2019 3:04:56 PM","12/8/2021 12:49:57 PM","Windows 10 Enterprise","10.0 (19043)",,,"CN=HSBIOCHEM4563,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOP6F0E$","HSSOP6F0E","4/1/2019 3:04:57 PM","10/22/2021 9:48:53 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSSOP6F0E,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PEDXM08$","PEDXM08","4/19/2018 9:04:37 AM","10/26/2021 11:27:47 AM","Windows 10 Enterprise","10.0 (16299)",,,"CN=PEDXM08,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDZWT2$","HSCEDZWT2","4/2/2019 3:15:03 PM","8/26/2020 3:56:58 PM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSCEDZWT2,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PATH-8110F$","HS-PATH-8110F","10/16/2017 7:42:44 AM","12/8/2021 2:13:09 PM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HS-PATH-8110F,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-IDDEMO$","ITSWEB-IDDEMO","1/4/2016 10:37:57 AM","10/13/2021 10:50:56 AM","Windows 10 Enterprise","10.0 (10240)",,,"CN=ITSWEB-IDDEMO,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"VOS-LAPTOP$","VOS-LAPTOP","4/3/2019 3:51:04 PM","10/13/2021 10:53:28 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=VOS-LAPTOP,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU8HK6DV2$","CWVU8HK6DV2","4/3/2019 10:57:55 AM","12/9/2021 12:35:07 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=CWVU8HK6DV2,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H55189$","H55189","4/3/2019 11:35:15 AM","12/2/2021 12:01:13 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H55189,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM30319$","HSPALM30319","4/4/2019 3:21:04 PM","12/3/2021 9:31:17 PM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSPALM30319,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM44E47$","HSPALM44E47","3/29/2019 1:24:52 PM","12/1/2021 10:24:55 PM","Windows 10 Enterprise","10.0 (18363)",,,"CN=HSPALM44E47,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H71135$","H71135","4/4/2019 11:54:16 AM","12/2/2021 8:34:04 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H71135,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H72274$","H72274","4/5/2019 10:02:36 AM","11/30/2021 2:18:22 PM","Windows 10 Enterprise","10.0 (17763)",,,"CN=H72274,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-OBGYN-D29D$","HS-OBGYN-D29D","4/5/2019 3:10:19 PM","10/13/2021 10:47:55 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HS-OBGYN-D29D,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H72277$","H72277","4/5/2019 3:01:40 PM","12/8/2021 10:50:08 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=H72277,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRPUGA1209$","MBRPUGA1209","7/17/2017 2:51:05 PM","10/13/2021 10:51:34 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=MBRPUGA1209,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALMA53B3$","HSPALMA53B3","4/5/2019 3:53:56 PM","12/6/2021 6:46:34 PM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSPALMA53B3,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H72521$","H72521","3/28/2019 3:22:14 PM","12/6/2021 9:42:46 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H72521,OU=Surgery,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDS0799$","HSPEDS0799","4/8/2019 9:12:30 AM","9/2/2020 10:41:22 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSPEDS0799,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOBGYND30A$","HSOBGYND30A","4/8/2019 10:39:25 AM","3/16/2020 1:48:39 PM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSOBGYND30A,OU=OBGYN,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOBGYND37E$","HSOBGYND37E","4/8/2019 10:42:31 AM","3/18/2021 3:12:43 PM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSOBGYND37E,OU=OBGYN,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H72276$","H72276","4/8/2019 12:39:22 PM","12/9/2021 10:58:36 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H72276,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H72520$","H72520","3/28/2019 3:18:56 PM","12/6/2021 4:13:35 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H72520,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPHC387$","HSSPHC387","9/6/2018 12:09:16 PM","11/30/2021 9:10:10 AM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSSPHC387,OU=COA,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000864$","HSSPH0000864","4/9/2019 12:59:17 PM","11/29/2021 8:17:05 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSSPH0000864,OU=SPH Laptops,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSTEPS7FA1$","HSSTEPS7FA1","3/27/2019 7:37:26 AM","7/13/2021 4:50:15 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSSTEPS7FA1,OU=WVSTEP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSTEPSSIM1$","HSSTEPSSIM1","12/4/2018 2:25:53 PM","12/6/2021 9:27:33 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSSTEPSSIM1,OU=Public Computers,OU=WVSTEP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITS-VPCONF$","ITS-VPCONF","4/2/2019 9:09:16 AM","12/8/2021 11:56:57 AM","Windows 10 Enterprise","10.0 (19043)",,,"CN=ITS-VPCONF,OU=ETRU Classrooms,OU=Student,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPHVM2$","HSSPHVM2","4/9/2019 5:25:00 PM","10/13/2021 10:50:25 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSSPHVM2,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOD-LOAN-52BF$","SOD-LOAN-52BF","2/5/2019 3:06:59 PM","10/13/2021 10:52:58 AM","Windows 10 Pro","10.0 (17763)",,,"CN=SOD-LOAN-52BF,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM52253$","HSPALM52253","4/8/2019 9:31:58 AM","12/8/2021 5:04:26 AM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSPALM52253,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MININT-KH040S6$","MININT-KH040S6","4/11/2019 11:23:52 AM","10/13/2021 10:51:49 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=MININT-KH040S6,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBIOCHEM5E7A$","HSBIOCHEM5E7A","4/11/2019 4:27:04 PM","12/9/2021 3:06:19 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSBIOCHEM5E7A,OU=Biochemistry,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H72569$","H72569","4/2/2019 2:14:49 PM","12/3/2021 8:39:50 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=H72569,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000860$","HSSPH0000860","4/11/2019 3:18:00 PM","8/10/2021 4:58:19 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSSPH0000860,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"DRDAVIDSMITH-PC$","DRDAVIDSMITH-PC","9/14/2011 11:25:58 AM","2/27/2020 8:06:09 PM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=DRDAVIDSMITH-PC,OU=Biochemistry,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H67815$","H67815","4/5/2019 10:57:28 AM","12/7/2021 12:45:46 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H67815,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEMMED7A6B$","HSCEMMED7A6B","6/24/2013 12:03:23 PM","10/13/2021 10:45:17 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSCEMMED7A6B,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H71034$","H71034","4/15/2019 1:04:19 PM","12/1/2021 11:55:05 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H71034,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H71033$","H71033","4/15/2019 1:04:22 PM","12/9/2021 11:24:56 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H71033,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H71036$","H71036","4/15/2019 1:04:43 PM","12/5/2021 4:56:02 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H71036,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-IRFAN$","ITSWEB-IRFAN","8/15/2018 6:29:20 PM","5/15/2021 1:07:10 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=ITSWEB-IRFAN,OU=WebDB,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SSTOCKDALE-SOM$","SSTOCKDALE-SOM","6/6/2013 3:02:56 PM","10/13/2021 10:53:28 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=SSTOCKDALE-SOM,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000522$","HSSPH0000522","4/16/2019 12:59:45 PM","12/3/2021 8:53:23 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSSPH0000522,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDEE0F$","HSCEDEE0F","4/16/2019 2:24:33 PM","12/2/2021 1:04:46 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSCEDEE0F,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPHC934$","HSSPHC934","4/16/2019 1:56:23 PM","12/1/2021 9:19:16 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSSPHC934,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDEE0D$","HSCEDEE0D","4/16/2019 3:31:29 PM","10/13/2021 10:45:05 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSCEDEE0D,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMAINT14C1$","HSMAINT14C1","10/15/2013 10:06:02 AM","10/13/2021 10:47:09 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HSMAINT14C1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSTEPSMC1$","HSSTEPSMC1","4/17/2019 3:46:12 PM","11/30/2021 6:34:25 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSSTEPSMC1,OU=SIM Control Rooms,OU=WVSTEP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H72570$","H72570","4/5/2019 3:18:41 PM","7/5/2021 3:02:16 PM","Windows 10 Enterprise","10.0 (17763)",,,"CN=H72570,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUGJJ00W2$","CWVUGJJ00W2","4/18/2019 10:10:18 AM","12/5/2021 4:59:23 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=CWVUGJJ00W2,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALMEF4E5$","HSPALMEF4E5","4/18/2019 7:08:21 AM","10/13/2021 10:48:10 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSPALMEF4E5,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBRNI6AB2$","HSBRNI6AB2","4/17/2017 1:08:43 PM","10/13/2021 10:44:44 AM","Windows 10 Enterprise","10.0 (14393)",,,"CN=HSBRNI6AB2,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITS-JLG-1809$","ITS-JLG-1809","4/15/2019 11:11:28 AM","9/4/2019 11:16:54 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=ITS-JLG-1809,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"RAYMOND-PC$","RAYMOND-PC","4/16/2015 1:37:15 PM","12/1/2021 8:37:12 PM","Windows 10 Enterprise","10.0 (17763)",,,"CN=RAYMOND-PC,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCPASS6FA0$","HSCPASS6FA0","1/4/2019 1:15:53 PM","10/1/2021 2:33:00 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSCPASS6FA0,OU=Admin,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
