"GroupName","SamAccountName","GroupCount"
"HSCG-Rad-Educ Group","HSCG-Rad-Educ Group","2"
"HSC4-ENT-Rm2220B Group","HSC4-ENT-Rm2220B Group","1"
"H-HSC-GENPED-PRT Group","H-HSC-GENPED-PRT Group","1"
"HSCB-RadOn-DosiCol Group","HSCB-RadOn-DosiCol Group","1"
"HS VDI AD Research Studies","HS VDI AD Research Studies","12"
"HSC Tableau Users","HSC Tableau Users","6"
"4626-minolta-223 Group","4626-minolta-223 Group","10"
"Obgyn Education Team Files Share","Obgyn Education Team Files Share","6"
"WVD Project Groups","WVD Project Groups","2"
"HAFFS WVD Pilot","HAFFS WVD Pilot","5"
"RNI Intune Users","RNI Intune Users","8"
"its-rc-research-setolalab","its-rc-research-setolalab","3"
"HS VDI OccupationCOVID19Data","HS VDI OccupationCOVID19Data","2"
"HS VDI ECHO Stenosis Faculty","HS VDI ECHO Stenosis Faculty","2"
"HS VDI ECHO Stenosis Student","HS VDI ECHO Stenosis Student","0"
"HS VDI HF RPH project Faculty","HS VDI HF RPH project Faculty","2"
"HS VDI HF RPH project Student","HS VDI HF RPH project Student","5"
"Resgrad T-32 folder RO Group","Resgrad T-32 folder RO Group","5"
"HS Stoilov Research Group","HS Stoilov Research Group","2"
"HS VDI Mountaineer Sports Medicine Faculty","HS VDI Mountaineer Sports Medicine Faculty","4"
"HS VDI Mountaineer Sports Medicine Student","HS VDI Mountaineer Sports Medicine Student","4"
"HSC AVP madamsmichenko resident budgets RW folder group","HSC AVP madamsmichenko resident budgets RW folder group","3"
"HSC AVP madamsmichenko WVUHire Documents RW folder group","HSC AVP madamsmichenko WVUHire Documents RW folder group","3"
"HSC AVP Finance Offer Letters RW folder group","HSC AVP Finance Offer Letters RW folder group","3"
"HS VDI Grant _Disposal Study Faculty","HS VDI Grant _Disposal Study Faculty","4"
"HS VDI Grant _Disposal Study Student","HS VDI Grant _Disposal Study Student","0"
"HS VDI Guiding prehospital transport Faculty","HS VDI Guiding prehospital transport Faculty","2"
"HS VDI Guiding prehospital transport Student","HS VDI Guiding prehospital transport Student","0"
"erma116-hpm451nw Group","erma116-hpm451nw Group","3"
"1007-BizhubC224E Group","1007-BizhubC224E Group","6"
"1184-BizhubC3110 Group","1184-BizhubC3110 Group","2"
"ITS Web SFTP over VPN Group","ITS Web SFTP over VPN Group","15"
"HS VDI BMC ED Data Faculty","HS VDI BMC ED Data Faculty","0"
"HS VDI BMC ED Data Student","HS VDI BMC ED Data Student","3"
"HS VDI COVID Policy Evaluation Group","HS VDI COVID Policy Evaluation Group","2"
"HS VDI Thakur_COVID Policy Evaluation Group","HS VDI Thakur_COVID Policy Evaluation Group","2"
"its-rc-hsc-research-lab-Varvoutis","its-rc-hsc-research-lab-Varvoutis","1"
"its-rc-hsc-research-lab-bardes","its-rc-hsc-research-lab-bardes","2"
"HS VDI Spinal Cord Stimulator Chart Review Faculty","HS VDI Spinal Cord Stimulator Chart Review Faculty","3"
"HS VDI Spinal Cord Stimulator Chart Review Student","HS VDI Spinal Cord Stimulator Chart Review Student","0"
"g190-minolta-c3110  Group","g190-minolta-c3110  Group","11"
"Teams RSS Application Group","Teams RSS Application Group","3"
"OBGYN Accounting File Share","OBGYN Accounting File Share","3"
"HS VDI EPIC-WVU Faculty","HS VDI EPIC-WVU Faculty","1"
"HS VDI EPIC-WVU Student","HS VDI EPIC-WVU Student","2"
"5303-ricoh-c300 Group","5303-ricoh-c300 Group","15"
"HS VDI Family Teamwork in Asthma Faculty","HS VDI Family Teamwork in Asthma Faculty","1"
"HS VDI Family Teamwork in Asthma Student","HS VDI Family Teamwork in Asthma Student","0"
"HS VDI COVID-19 and vaccination Faculty","HS VDI COVID-19 and vaccination Faculty","3"
"HS VDI COVID-19 and vaccination Student","HS VDI COVID-19 and vaccination Student","0"
"HS VDI eSyM data extracts Faculty","HS VDI eSyM data extracts Faculty","1"
"HS VDI eSyM data extracts Student","HS VDI eSyM data extracts Student","0"
"HS VDI RADX-UP PART  3 Enrollment Faculty","HS VDI RADX-UP PART  3 Enrollment Faculty","3"
"HS VDI RADX-UP PART  3 Enrollment Student","HS VDI RADX-UP PART  3 Enrollment Student","0"
"its-rc-hsc-research-lab-HPLCdata","its-rc-hsc-research-lab-HPLCdata","7"
"Securing Server RDP Group","Securing Server RDP Group","64"
"HS VDI Adcock Stroke Combined Faculty","HS VDI Adcock Stroke Combined Faculty","4"
"HS VDI Adcock Stroke Combined Student","HS VDI Adcock Stroke Combined Student","3"
"jthompson Rapid Restart Diet Order","jthompson Rapid Restart Diet Order","5"
"HS VDI Evaluation of Biopatch Faculty","HS VDI Evaluation of Biopatch Faculty","2"
"HS VDI Evaluation of Biopatch Student","HS VDI Evaluation of Biopatch Student","2"
"HS VDI ET-005 Faculty","HS VDI ET-005 Faculty","8"
"HS VDI ET-005 Student","HS VDI ET-005 Student","0"
"Boden-Williams Share Group","Boden-Williams Share Group","2"
"Software-Tableau2020.4-A","Software-Tableau2020.4-A","5"
"HS VDI AMHI_Informed_Consents Faculty","HS VDI AMHI_Informed_Consents Faculty","2"
"HS VDI AMHI_Informed_Consents Student","HS VDI AMHI_Informed_Consents Student","0"
"MBRCC WVUHS Radiology Share","MBRCC WVUHS Radiology Share","2"
"HS VDI Prevalence of TBI in WV Faculty","HS VDI Prevalence of TBI in WV Faculty","1"
"HS VDI Prevalence of TBI in WV Student","HS VDI Prevalence of TBI in WV Student","0"
"HS VDI HMA Training Datasets","HS VDI HMA Training Datasets","5"
"Software-DellCommandUpdate-F","Software-DellCommandUpdate-F","0"
"Software-DellCommandUpdate-A","Software-DellCommandUpdate-A","1"
"HS VDI Retrospective Pheochromocytoma Study Faculty","HS VDI Retrospective Pheochromocytoma Study Faculty","4"
"HS VDI Retrospective Pheochromocytoma Study Student","HS VDI Retrospective Pheochromocytoma Study Student","1"
"HS VDI Inpatient CPR Survival Rates Faculty","HS VDI Inpatient CPR Survival Rates Faculty","3"
"HS VDI Inpatient CPR Survival Rates Student","HS VDI Inpatient CPR Survival Rates Student","0"
"RDSH Chrome eReg","RDSH Chrome eReg","60"
"Resgrad Pre-Award Management Share","Resgrad Pre-Award Management Share","15"
"Resgrad Post-Award Management Group","Resgrad Post-Award Management Group","13"
"ced-208-minolta-4700p Group","ced-208-minolta-4700p Group","2"
"HS VDI Collaborate","HS VDI Collaborate","11"
"HS Event Log Client Readers","HS Event Log Client Readers","1"
"WVD EPIDEM Group","WVD EPIDEM Group","2"
"WVD ITS Group","WVD ITS Group","16"
"H-CRHB-G08-PRT Group","H-CRHB-G08-PRT Group","3"
"jthompson Cost Saving Antimicrobial","jthompson Cost Saving Antimicrobial","9"
"HS VDI OHA Data Reviewers","HS VDI OHA Data Reviewers","3"
"Neuro Neurology Data Group","Neuro Neurology Data Group","1"
"CED TBI Program Share Group","CED TBI Program Share Group","12"
"CED TBI State Share Group","CED TBI State Share Group","8"
"CED TBI Referrrals Group","CED TBI Referrrals Group","5"
"Cu-PLA Project","Cu-PLA Project","3"
"BMED Clinical Psychology Internship folder group RW","BMED Clinical Psychology Internship folder group RW","2"
"VPN Pre-enrolled Users","VPN Pre-enrolled Users","1"
"HS VDI COVID19Occupation Group","HS VDI COVID19Occupation Group","0"
"its-rc-hsc-research-lab-groth","its-rc-hsc-research-lab-groth","3"
"HS VDI Dietz retrospective abx in TKA THA Faculty","HS VDI Dietz retrospective abx in TKA THA Faculty","2"
"HS VDI Dietz retrospective abx in TKA THA Student","HS VDI Dietz retrospective abx in TKA THA Student","3"
"jthompson Hepislav","jthompson Hepislav","2"
"HS VDI Clinical Impact of Rounding Clinical Pharmacists Faculty","HS VDI Clinical Impact of Rounding Clinical Pharmacists Faculty","1"
"HS VDI Clinical Impact of Rounding Clinical Pharmacists Student","HS VDI Clinical Impact of Rounding Clinical Pharmacists Student","1"
"Neuro Residency File Share","Neuro Residency File Share","6"
"HS VDI Brock Lindsey Triathlon Faculty","HS VDI Brock Lindsey Triathlon Faculty","2"
"HS VDI Brock Lindsey Triathlon Student","HS VDI Brock Lindsey Triathlon Student","1"
"its-rc-hsc-research-lab-boyd","its-rc-hsc-research-lab-boyd","8"
"AHEC Shared folders","AHEC Shared folders","2"
"8Chili File Share","8Chili File Share","2"
"KEYSER","KEYSER","1"
"HS VDI Noncompliant Labeling by Departments Faculty","HS VDI Noncompliant Labeling by Departments Faculty","4"
"HS VDI Noncompliant Labeling by Departments Student","HS VDI Noncompliant Labeling by Departments Student","0"
"FSAP Titanium Admins Group","FSAP Titanium Admins Group","5"
"HS VDI Dai Endocarditis Group","HS VDI Dai Endocarditis Group","5"
"HS VDI Pain Wearables Faculty","HS VDI Pain Wearables Faculty","9"
"HS VDI Pain Wearables Student","HS VDI Pain Wearables Student","0"
"HS VDI Match Group","HS VDI Match Group","5"
"jthompson GI and COVID SE","jthompson GI and COVID SE","5"
"Communications Sciences and Disorders","Communications Sciences and Disorders","0"
"$Communications Sciences and Disorders","$Communications Sciences and Disorders","0"
"HS VDI NAS-Telehealth","HS VDI NAS-Telehealth","10"
"HS VDI Stellenbosch University Student Project Faculty","HS VDI Stellenbosch University Student Project Faculty","5"
"HS VDI Stellenbosch University Student Project Student","HS VDI Stellenbosch University Student Project Student","1"
"WVU-FSAP VDI-Titanium Users","WVU-FSAP VDI-Titanium Users","8"
"G110N-Minolta-C3110 Group","G110N-Minolta-C3110 Group","1"
"jthompson Gram neg accelerate","jthompson Gram neg accelerate","8"
"HSORTHO0F8A Restricted Logon Group","HSORTHO0F8A Restricted Logon Group","5"
"HSORTHO3320 Restricted Logon Group","HSORTHO3320 Restricted Logon Group","4"
"$CAMDENCLARKRESIDENTS","$CAMDENCLARKRESIDENTS","3"
"CAMDENCLARKRESIDENTS","CAMDENCLARKRESIDENTS","3"
"HS VDI Pediatric COVID clinical characteristics Faculty","HS VDI Pediatric COVID clinical characteristics Faculty","1"
"HS VDI Pediatric COVID clinical characteristics Student","HS VDI Pediatric COVID clinical characteristics Student","0"
"H-PAINC2-ADMIN Group","H-PAINC2-ADMIN Group","2"
"UTC2-FamMed-Admin Group","UTC2-FamMed-Admin Group","2"
"HSCB-RadOn-Copier Grouop","HSCB-RadOn-Copier Grouop","2"
"H-POC1-MRI-FrontB Group","H-POC1-MRI-FrontB Group","2"
"H-HSC2-FM-RM2314 Group","H-HSC2-FM-RM2314 Group","2"
"Software-DisplayLinkGraphics-A","Software-DisplayLinkGraphics-A","40"
"Software-DisplayLinkGraphics-F","Software-DisplayLinkGraphics-F","0"
"jthompson Advanced Endoscopy","jthompson Advanced Endoscopy","5"
"MCBS Group","MCBS Group","4"
"MBRCC CTRU Training","MBRCC CTRU Training","1"
"EMMED Faculty File Share Group","EMMED Faculty File Share Group","2"
"SCCM Application Deployment Group","SCCM Application Deployment Group","1"
"Software-Filezilla-A","Software-Filezilla-A","2"
"Lawson VPN Group","Lawson VPN Group","1"
"SOD Adjunct and Rural Faculty Group","SOD Adjunct and Rural Faculty Group","5"
"eReg Monitors Clientless VPN","eReg Monitors Clientless VPN","48"
"HS VDI Ashley Thesis Data Faculty","HS VDI Ashley Thesis Data Faculty","1"
"HS VDI Ashley Thesis Data Student","HS VDI Ashley Thesis Data Student","1"
"HS VDI VA 3C Faculty","HS VDI VA 3C Faculty","5"
"HS VDI VA 3C Student","HS VDI VA 3C Student","0"
"Software-LockdownLab-A","Software-LockdownLab-A","2"
"Software-LockdownLab-F","Software-LockdownLab-F","0"
"Lab Computers for WU Reboot exceptoin","Lab Computers for WU Reboot exception","2"
"MICB Lab Computers for WU Reboot Exception","MICB Lab Computers for WU Reboot Exception","0"
"BIOCHEM lab computers for WU reboot exception","BIOCHEM lab computers for WU reboot exception","1"
"RNI HPIC Admins","RNI HPIC Admins","6"
"RNI HPIC Members","RNI HPIC Members","11"
"its-rc-hsc-research-lab-smith","its-rc-hsc-research-lab-smith","1"
"jthompson Vaccination RA pts","jthompson Vaccination RA pts","5"
"HS VDI Lindsey Triathlon Faculty","HS VDI Lindsey Triathlon Faculty","1"
"HS VDI Lindsey Triathlon Student","HS VDI Lindsey Triathlon Student","1"
"CED Music Therapy Share","CED Music Therapy Share","2"
"HS VDI Stroke Alert List Pre-hospital Faculty","HS VDI Stroke Alert List Pre-hospital Faculty","3"
"HS VDI Stroke Alert List Pre-hospital Student","HS VDI Stroke Alert List Pre-hospital Student","0"
"Legal Work File Share Group","Legal Work File Share Group","1"
"Legal Riskmanagement File Share Group","Legal Riskmanagement File Share Group","1"
"Legal Traverse Share Grop","Legal Traverse Share Grop","1"
"HS VDI Mamun","HS VDI Mamun","0"
"HS VDI RADX-UP PART 3 Enrollment Read Only","HS VDI RADX-UP PART 3 Enrollment Read Only","1"
"M365 A3 for Faculty Licensing Group","M365 A3 for Faculty Licensing Group","4731"
"erma-g109-brother-mfc8900cdw Group","erma-g109-brother-mfc8900cdw Group","3"
"EHSC-WVUHS","EHSC-WVUHS","Error Getting Group Count"
"4018-bizhub-c3110 Group","4018-bizhub-c3110 Group","5"
"Classfiles MSII Share Group","Classfiles MSII Share Group","2"
"HS VDI cool_CRRT Faculty","HS VDI cool_CRRT Faculty","1"
"HS VDI cool_CRRT Student","HS VDI cool_CRRT Student","0"
"HS VDI PICU DKA Protocol Data Faculty","HS VDI PICU DKA Protocol Data Faculty","3"
"HS VDI PICU DKA Protocol Data Student","HS VDI PICU DKA Protocol Data Student","0"
"HS VDI SARS-CoV2 Incidence Prevalance Maternal Morbidity Faculty","HS VDI SARS-CoV2 Incidence Prevalance Maternal Morbidity Faculty","1"
"HS VDI SARS-CoV2 Incidence Prevalance Maternal Morbidity Student","HS VDI SARS-CoV2 Incidence Prevalance Maternal Morbidity Student","1"
"HS VDI Cataract IOP Data Faculty","HS VDI Cataract IOP Data Faculty","1"
"HS VDI Cataract IOP Data Student","HS VDI Cataract IOP Data Student","0"
"HS VDI Clindamycin LoT for NSTI Faculty","HS VDI Clindamycin LoT for NSTI Faculty","1"
"HS VDI Clindamycin LoT for NSTI Student","HS VDI Clindamycin LoT for NSTI Student","2"
"MBRCC DistroList","MBRCC DistroList","7"
"CEI Bonnies Bus","CEI Bonnies Bus","4"
"MBRCC CPP Folder Group","MBRCC CPP Folder Group","13"
"HS VDI SOURCE Faculty","HS VDI SOURCE Faculty","1"
"HS VDI SOURCE Student","HS VDI SOURCE Student","0"
"HSC Health Affairs CSC Group","HSC Health Affairs CSC Group","1"
"SOM Sutdent Services File Share Group","SOM Sutdent Services File Share Group","1"
"its-rc-hsc-research-lab-JianhiDu","its-rc-hsc-research-lab-JianhiDu","5"
"INFDIS PHC Working File Share","INFDIS PHC Working File Share","2"
"HS VDI CritCovidView Faculty","HS VDI CritCovidView Faculty","1"
"HS VDI CritCovidView Student","HS VDI CritCovidView Student","3"
"HS VDI Shaken Baby Syndrome 2 Faculty","HS VDI Shaken Baby Syndrome 2 Faculty","1"
"HS VDI Shaken Baby Syndrome 2 Student","HS VDI Shaken Baby Syndrome 2 Student","1"
"Wes Image Review","Wes Image Review","2"
"Reslab Share Traverse Group","Reslab Share Traverse Group","1"
"BRNI users for RNI Share","BRNI users for RNI Share","8"
"Micro IMMB Class data","Micro IMMB Class data","12"
"Neuro Headache Fellowship Share","Neuro Headache Fellowship Share","5"
"jthompson ICU GI Bleed Graves","jthompson ICU GI Bleed Graves","4"
"jthompson TCC telemedicine remon","jthompson TCC telemedicine remon","3"
"Software-Atlasti9-F","Software-Atlasti9-F","0"
"Software-Atlasti9-A","Software-Atlasti9-A","77"
"MBRCC CTRU Share Admin","MBRCC CTRU Share Admin","4"
"SURG Chair Information Share","SURG Chair Information Share","1"
"RDSH Secure Edge Office365","RDSH Secure Edge Office365","11"
"Disable Weak Hashing Exceptions","Disable Weak Hashing Exceptions","584"
"RAD Rad-admin share group","RAD Rad-admin share group","1"
"HS VDI Pre-Exposure Prophylaxis to Prevent HIV Faculty","HS VDI Pre-Exposure Prophylaxis to Prevent HIV Faculty","2"
"HS VDI Pre-Exposure Prophylaxis to Prevent HIV Student","HS VDI Pre-Exposure Prophylaxis to Prevent HIV Student","0"
"HSC SharePoint Term Store Admins","HSC SharePoint Term Store Admins","1"
"HS VDI Critilytics Faculty","HS VDI Critilytics Faculty","3"
"HS VDI Critilytics Student","HS VDI Critilytics Student","0"
"Health Affairs Research Parent","Health Affairs Research Parent","54"
"HS VDI Osteoporosis GCA PMR Faculty","HS VDI Osteoporosis GCA PMR Faculty","7"
"HS VDI Osteoporosis GCA PMR Student","HS VDI Osteoporosis GCA PMR Student","0"
"3Cloud Vendors","3Cloud Vendors","2"
"jthompson iSLEEPFIRST","jthompson iSLEEPFIRST","6"
"HS VDI Woodberry 2102241246 Faculty","HS VDI Woodberry 2102241246 Faculty","4"
"HS VDI Woodberry 2102241246 Student","HS VDI Woodberry 2102241246 Student","2"
"jthompson PMRGCA osteoporosis","jthompson PMRGCA osteoporosis","7"
"stc-rx-Ortho Group","stc-rx-Ortho Group","1"
"BMED Awards Share Group","BMED Awards Share Group","2"
"Health Affairs Upload Only","Health Affairs Upload Only","65"
"Health Affairs Download","Health Affairs Download","2"
"HS VDI FEA MARPE RESEARCH Faculty","HS VDI FEA MARPE RESEARCH Faculty","1"
"HS VDI FEA MARPE RESEARCH Student","HS VDI FEA MARPE RESEARCH Student","1"
"jthompson Lung Ambu Screen","jthompson Lung Ambu Screen","7"
"its-rc-research-lab-salido","its-rc-research-lab-salido","2"
"its-rc-research-labs-Liu_Tracy","its-rc-research-labs-Liu_Tracy","2"
"HS VDI MARPE Faculty","HS VDI MARPE Faculty","0"
"HS VDI MARPE Student","HS VDI MARPE Student","0"
"HS VDI Component Separation Hernia Repair Outcomes Faculty","HS VDI Component Separation Hernia Repair Outcomes Faculty","2"
"HS VDI Component Separation Hernia Repair Outcomes Student","HS VDI Component Separation Hernia Repair Outcomes Student","1"
"Student Comm Room","Student Comm Room","13"
"1012-HPLJ-2055DN Group","1012-HPLJ-2055DN Group","5"
"1026-Minolta-C3100P Group","1026-Minolta-C3100P Group","24"
"Endo Traverse Share Group","Endo Traverse Share Group","1"
"HS Fluency Flex Computer Group","HS Fluency Flex Computer Group","33"
"1026-Minolta-C3100P Computer Printer Group","1026-Minolta-C3100P Computer Printer Group","3"
"1012-HPLJ-2055DN Computer Printer Group","1012-HPLJ-2055DN Computer Printer Group","2"
"Surg Schedulers Handbook Share Group","Surg Schedulers Handbook Share Group","2"
"HS VDI ANSYS MARPE 2021 Faculty","HS VDI ANSYS MARPE 2021 Faculty","0"
"HS VDI ANSYS MARPE 2021 Student","HS VDI ANSYS MARPE 2021 Student","1"
"Migration Test Group","Migration Test Group","4"
"HS VDI Workload Study Group","HS VDI Workload Study Group","4"
"HS VDI COVID_VaccineVsHospitalizations Faculty","HS VDI COVID_VaccineVsHospitalizations Faculty","2"
"HS VDI COVID_VaccineVsHospitalizations Student","HS VDI COVID_VaccineVsHospitalizations Student","1"
"Migration Test Global Group","Migration Test Global Group","3"
"Migration Test Universal Group","Migration Test Universal Group","2"
"Migration Nested Group","Migration Nested Group","2"
"jthompson Ziconotide","jthompson Ziconotide","3"
"CED EPI DHHR Group","CED EPI DHHR Group","4"
"Cheryl McNeil Research Grant","Cheryl McNeil Research Grant","31"
"RDSH Secure SAS","RDSH Secure SAS","6"
"OBGYN Admin Faculty Promotion and Tenure Share","OBGYN Admin Faculty Promotion and Tenure Share","1"
"OBGYN Admin Share Traverse Group","OBGYN Admin Share Traverse Group","1"
