"DistinguishedName","GroupCategory","GroupScope","Members","Name","ObjectClass","ObjectGUID","SamAccountName","SID"
"CN=H-CRH1-RM133 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","H-CRH1-RM133 Group","group","dbb80f8a-8d9c-4832-990d-5125b89461e9","H-CRH1-RM133 Group","S-1-5-21-865322659-4255640127-3857865232-133001"
"CN=CRH1-Resident Computer Print Group,OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","CRH1-Resident Computer Print Group","group","e88a1b40-4209-43ba-b6a0-8670f6627b24","CRH1-Resident Computer Print Group","S-1-5-21-865322659-4255640127-3857865232-133006"
"CN=SFTP CDC GOV Group,OU=PaloAltos,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","SFTP CDC GOV Group","group","86120798-5b8a-48e3-b5fd-31d39cb1500a","SFTP CDC GOV Group","S-1-5-21-865322659-4255640127-3857865232-135476"
"CN=HS VDI 2021 Transitioning Veterans Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI 2021 Transitioning Veterans Student","group","df577414-3843-493c-9f17-6264c13e319b","HS VDI 2021 Transitioning Veterans Student","S-1-5-21-865322659-4255640127-3857865232-146660"
"CN=BEHM Intune users,OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","BEHM Intune users","group","373c23a6-8b80-4af3-a8ad-b69d53a76e14","BEHM Intune users","S-1-5-21-865322659-4255640127-3857865232-135479"
"CN=Intune for International Travel,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Intune for International Travel","group","bbd62268-cfa5-4cc8-b9a0-1746ac244cea","Intune for International Travel","S-1-5-21-865322659-4255640127-3857865232-135480"
"CN=HS VDI RE-COVID19 Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI RE-COVID19 Student","group","ee1a9c08-ac0e-4f15-96be-f219a259afbe","HS VDI RE-COVID19 Student","S-1-5-21-865322659-4255640127-3857865232-146723"
"CN=HS VDI U drive for Brijesh Patel Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI U drive for Brijesh Patel Student","group","48e855ba-c22e-4aec-80e9-4a4d9aa6a0f0","HS VDI U drive for Brijesh Patel Student","S-1-5-21-865322659-4255640127-3857865232-146737"
"CN=HS VDI OUD Research Studies Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI OUD Research Studies Student","group","62a1947c-441b-42c8-b64d-0cffe574668e","HS VDI OUD Research Studies Student","S-1-5-21-865322659-4255640127-3857865232-146773"
"CN=HS VDI DBS-OUD Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI DBS-OUD Student","group","01ca9fcf-d904-48f9-aa28-e4cf1f0f9c03","HS VDI DBS-OUD Student","S-1-5-21-865322659-4255640127-3857865232-146775"
"CN=HS VDI Vascular Inflammation in Cancer Patients Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Vascular Inflammation in Cancer Patients Student","group","c3c6fd8f-dbd2-471b-912e-569b93d642db","HS VDI Vascular Inflammation in Cancer Patients Student","S-1-5-21-865322659-4255640127-3857865232-147151"
"CN=HS VDI Occ Med Data Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Occ Med Data Student","group","18cd5601-a2a7-465b-b089-bfe091a74c09","HS VDI Occ Med Data Student","S-1-5-21-865322659-4255640127-3857865232-147162"
"CN=HS VDI SOR Group,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI SOR Group","group","c25eab9e-a3c1-499a-af87-1cc094177798","HS VDI SOR Group","S-1-5-21-865322659-4255640127-3857865232-147163"
"CN=HS VDI ECHO Stenosis Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI ECHO Stenosis Student","group","b46b6c15-3b7f-49ed-9a93-3b70eaf5c663","HS VDI ECHO Stenosis Student","S-1-5-21-865322659-4255640127-3857865232-147257"
"CN=HS VDI Grant _Disposal Study Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Grant _Disposal Study Student","group","d32ee3f8-f128-4351-9f80-33147dd24f42","HS VDI Grant _Disposal Study Student","S-1-5-21-865322659-4255640127-3857865232-147367"
"CN=HS VDI Guiding prehospital transport Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Guiding prehospital transport Student","group","e446a32a-e8a9-43fa-8317-58287c77c741","HS VDI Guiding prehospital transport Student","S-1-5-21-865322659-4255640127-3857865232-147387"
"CN=HS VDI BMC ED Data Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI BMC ED Data Faculty","group","32fb5eec-8f0e-4b5f-b1c5-642c9ea015b4","HS VDI BMC ED Data Faculty","S-1-5-21-865322659-4255640127-3857865232-147416"
"CN=HS VDI Spinal Cord Stimulator Chart Review Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Spinal Cord Stimulator Chart Review Student","group","62ea94d3-1f5b-4dd0-b9f5-108e62db147b","HS VDI Spinal Cord Stimulator Chart Review Student","S-1-5-21-865322659-4255640127-3857865232-147449"
"CN=HS VDI Family Teamwork in Asthma Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Family Teamwork in Asthma Student","group","f0ce08a2-975a-475d-9b73-fe91c257dfe1","HS VDI Family Teamwork in Asthma Student","S-1-5-21-865322659-4255640127-3857865232-147548"
"CN=HS VDI COVID-19 and vaccination Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI COVID-19 and vaccination Student","group","d6018a47-5d1d-4cf8-895c-f9236c4551e1","HS VDI COVID-19 and vaccination Student","S-1-5-21-865322659-4255640127-3857865232-147550"
"CN=HS VDI eSyM data extracts Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI eSyM data extracts Student","group","323dda08-8317-4f81-b64d-ab1d747361b2","HS VDI eSyM data extracts Student","S-1-5-21-865322659-4255640127-3857865232-147554"
"CN=HS VDI RADX-UP PART  3 Enrollment Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI RADX-UP PART  3 Enrollment Student","group","7ad22e71-b679-4e65-9a44-bc0f1b2b3574","HS VDI RADX-UP PART  3 Enrollment Student","S-1-5-21-865322659-4255640127-3857865232-147556"
"CN=HS VDI ET-005 Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI ET-005 Student","group","dc75297a-9125-4d4f-9a7c-9efa51693343","HS VDI ET-005 Student","S-1-5-21-865322659-4255640127-3857865232-147589"
"CN=HS VDI AMHI_Informed_Consents Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI AMHI_Informed_Consents Student","group","ba25c564-4bbc-40c0-af92-a14ed545a929","HS VDI AMHI_Informed_Consents Student","S-1-5-21-865322659-4255640127-3857865232-147691"
"CN=HS VDI Prevalence of TBI in WV Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Prevalence of TBI in WV Student","group","2452161f-e257-4a7f-8e89-385868ea5d8b","HS VDI Prevalence of TBI in WV Student","S-1-5-21-865322659-4255640127-3857865232-148112"
"CN=Software-DellCommandUpdate-F,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-DellCommandUpdate-F","group","e845b12d-f97c-4844-ab72-983a633571d4","Software-DellCommandUpdate-F","S-1-5-21-865322659-4255640127-3857865232-135559"
"CN=HS VDI Inpatient CPR Survival Rates Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Inpatient CPR Survival Rates Student","group","71962908-3979-4520-a2a5-666f02d621d6","HS VDI Inpatient CPR Survival Rates Student","S-1-5-21-865322659-4255640127-3857865232-148156"
"CN=HS VDI COVID19Occupation Group,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI COVID19Occupation Group","group","5306f26a-5804-43bb-9954-e270d69f1a2c","HS VDI COVID19Occupation Group","S-1-5-21-865322659-4255640127-3857865232-148293"
"CN=HS VDI Noncompliant Labeling by Departments Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Noncompliant Labeling by Departments Student","group","d5e41ac6-3d89-49da-81fd-5cdf7aa401ab","HS VDI Noncompliant Labeling by Departments Student","S-1-5-21-865322659-4255640127-3857865232-148427"
"CN=HS VDI Pain Wearables Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Pain Wearables Student","group","e1fd6bba-b6a5-4ac5-9bd2-6d73587da3c5","HS VDI Pain Wearables Student","S-1-5-21-865322659-4255640127-3857865232-148434"
"CN=Communications Sciences and Disorders,OU=CSAD,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Communications Sciences and Disorders","group","97f903ba-dfb0-46d1-b259-560400227f4a","Communications Sciences and Disorders","S-1-5-21-865322659-4255640127-3857865232-148447"
"CN=$Communications Sciences and Disorders,OU=CSAD,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","$Communications Sciences and Disorders","group","05c081e4-fbeb-421d-a610-327d49a03c1e","$Communications Sciences and Disorders","S-1-5-21-865322659-4255640127-3857865232-148448"
"CN=HS VDI Pediatric COVID clinical characteristics Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Pediatric COVID clinical characteristics Student","group","a17179e2-2ed5-49f7-84b9-f246b79e8c91","HS VDI Pediatric COVID clinical characteristics Student","S-1-5-21-865322659-4255640127-3857865232-148589"
"CN=Software-DisplayLinkGraphics-F,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-DisplayLinkGraphics-F","group","c328be6a-5bfa-463e-bfbb-5131ebc9f6d4","Software-DisplayLinkGraphics-F","S-1-5-21-865322659-4255640127-3857865232-148591"
"CN=HS VDI VA 3C Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI VA 3C Student","group","3fc2746d-3dc0-4299-a9e0-4180363a0f48","HS VDI VA 3C Student","S-1-5-21-865322659-4255640127-3857865232-148686"
"CN=Software-LockdownLab-F,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-LockdownLab-F","group","13ab421c-f9c2-4e0c-9312-c0fb9232b953","Software-LockdownLab-F","S-1-5-21-865322659-4255640127-3857865232-142653"
"CN=MICB Lab Computers for WU Reboot Exception,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","MICB Lab Computers for WU Reboot Exception","group","e1449d29-97ff-4148-a00c-2d68254d50eb","MICB Lab Computers for WU Reboot Exception","S-1-5-21-865322659-4255640127-3857865232-142656"
"CN=HS VDI Stroke Alert List Pre-hospital Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Stroke Alert List Pre-hospital Student","group","1307516f-73bf-48ef-8a71-5c11b0cb4aa8","HS VDI Stroke Alert List Pre-hospital Student","S-1-5-21-865322659-4255640127-3857865232-148770"
"CN=HS VDI Mamun,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Mamun","group","e7307ce1-f0b4-4fb2-9728-a77254b97122","HS VDI Mamun","S-1-5-21-865322659-4255640127-3857865232-142668"
"CN=HS VDI cool_CRRT Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI cool_CRRT Student","group","470c25a3-d9fc-4173-aadb-5eb43e32fb41","HS VDI cool_CRRT Student","S-1-5-21-865322659-4255640127-3857865232-148879"
"CN=HS VDI PICU DKA Protocol Data Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI PICU DKA Protocol Data Student","group","50216eba-cee8-42b1-bb9f-870a0d2629c6","HS VDI PICU DKA Protocol Data Student","S-1-5-21-865322659-4255640127-3857865232-148881"
"CN=HS VDI Cataract IOP Data Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Cataract IOP Data Student","group","e989b6dc-0a7a-4532-9dd2-d663dee75ca2","HS VDI Cataract IOP Data Student","S-1-5-21-865322659-4255640127-3857865232-148885"
"CN=HS VDI SOURCE Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI SOURCE Student","group","08952bf2-a491-4bb9-8b57-1860e12f5dbc","HS VDI SOURCE Student","S-1-5-21-865322659-4255640127-3857865232-148952"
"CN=Software-Atlasti9-F,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-Atlasti9-F","group","6901f754-eb4f-4624-b681-d2c4c6754f22","Software-Atlasti9-F","S-1-5-21-865322659-4255640127-3857865232-142182"
"CN=HS VDI Pre-Exposure Prophylaxis to Prevent HIV Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Pre-Exposure Prophylaxis to Prevent HIV Student","group","48707d31-6085-4ef9-a2b6-7d99d59080b2","HS VDI Pre-Exposure Prophylaxis to Prevent HIV Student","S-1-5-21-865322659-4255640127-3857865232-149132"
"CN=HS VDI Critilytics Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Critilytics Student","group","838a3a9c-f568-4bb7-b957-4b4da0af11bd","HS VDI Critilytics Student","S-1-5-21-865322659-4255640127-3857865232-149143"
"CN=HS VDI Osteoporosis GCA PMR Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Osteoporosis GCA PMR Student","group","518e52e7-7499-4719-9b98-564f61f9d8f5","HS VDI Osteoporosis GCA PMR Student","S-1-5-21-865322659-4255640127-3857865232-149152"
"CN=HS VDI MARPE Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI MARPE Faculty","group","bb872eb5-e8fb-42b2-bd94-db1540b823cf","HS VDI MARPE Faculty","S-1-5-21-865322659-4255640127-3857865232-149233"
"CN=HS VDI MARPE Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI MARPE Student","group","0cbb1336-53b2-40fb-8feb-174b7f2008ef","HS VDI MARPE Student","S-1-5-21-865322659-4255640127-3857865232-149234"
"CN=HS VDI ANSYS MARPE 2021 Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI ANSYS MARPE 2021 Faculty","group","c7fa30fb-ef55-4187-bfb5-c97b445fbe61","HS VDI ANSYS MARPE 2021 Faculty","S-1-5-21-865322659-4255640127-3857865232-149265"
"CN=HS VDI SetPoint RA Study Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI SetPoint RA Study Student","group","dda5a632-42be-496c-9016-620ef96b6ee1","HS VDI SetPoint RA Study Student","S-1-5-21-865322659-4255640127-3857865232-149388"
"CN=Migration Domain Local Group with WVUH Users,OU=Test,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Migration Domain Local Group with WVUH Users","group","4020b0fa-659a-4f7f-93d2-841270e67a02","Migration Domain Local Group with WVUH Users","S-1-5-21-865322659-4255640127-3857865232-142752"
"CN=Migration Universal Group with WVUH Users,OU=Test,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Migration Universal Group with WVUH Users","group","f5e0b53f-016c-45a9-b067-f307dd166944","Migration Universal Group with WVUH Users","S-1-5-21-865322659-4255640127-3857865232-142753"
"CN=Software-CRHAudio-F,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-CRHAudio-F","group","b903b15b-484c-43e4-be5e-f493638c4479","Software-CRHAudio-F","S-1-5-21-865322659-4255640127-3857865232-142208"
"CN=Software-PuTTY-F,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-PuTTY-F","group","27191c62-7340-4fba-8a5f-9505397ef10b","Software-PuTTY-F","S-1-5-21-865322659-4255640127-3857865232-142210"
"CN=Path Em-data share group,OU=PATH,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Path Em-data share group","group","d1ccd0b2-e5ff-4b69-8505-8143a38b1362","Path Em-data share group","S-1-5-21-865322659-4255640127-3857865232-142762"
