"GroupName","GroupSamAccountName","GroupDescription","GroupCategory","GroupScope","GroupSID","SIDHIstory","GroupOU","GroupDN"
"HS VDI Narcotics database Student","HS VDI Narcotics database Student","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136539","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Narcotics database Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Lung cancer prevalence ILD Faculty","HS VDI Lung cancer prevalence ILD Faculty","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136540","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Lung cancer prevalence ILD Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Lung cancer prevalence ILD Student","HS VDI Lung cancer prevalence ILD Student","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136541","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Lung cancer prevalence ILD Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Data Governance Directory Group","HS VDI Data Governance Directory Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-134189","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Data Governance Directory Group,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Software-Zoom-A","Software-Zoom-A","SCCM Applications","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136580","","OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Software-Zoom-A,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI MFP Project","HS VDI MFP Project","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-132689","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI MFP Project,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SophosFimDataReaders","SophosFimDataReaders","Group allowing access to the SophosFim Export Folder","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-132690","","CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=SophosFimDataReaders,CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Tony Fang Projects Faculty","HS VDI Tony Fang Projects Faculty","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-136584","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Tony Fang Projects Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Tony Fang Projects Student","HS VDI Tony Fang Projects Student","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-136585","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Tony Fang Projects Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Christa Lilly Projects Faculty","HS VDI Christa Lilly Projects Faculty","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-136586","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Christa Lilly Projects Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Christa Lilly Projects Student","HS VDI Christa Lilly Projects Student","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-136587","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Christa Lilly Projects Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Sijin Wen Projects Faculty","HS VDI Sijin Wen Projects Faculty","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-136588","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Sijin Wen Projects Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Sijin Wen Projects Student","HS VDI Sijin Wen Projects Student","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-136589","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Sijin Wen Projects Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC Elevated Accounts","HSC Elevated Accounts","Role Group","Security","Global","S-1-5-21-865322659-4255640127-3857865232-132693","","OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC Elevated Accounts,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Human Performance Clinical and Adjunct Faculty Documents Group","Human Performance Clinical and Adjunct Faculty Documents Group",,"Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-136636","","OU=HUMANPERF,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Human Performance Clinical and Adjunct Faculty Documents Group,OU=HUMANPERF,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"its-rc-hsc-research-lab-rio","its-rc-hsc-research-lab-rio","Data Depot Share Access","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-134191","","OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=its-rc-hsc-research-lab-rio,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI NAS Protocols Faculty","HS VDI NAS Protocols Faculty","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136650","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI NAS Protocols Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI NAS Protocols Student","HS VDI NAS Protocols Student","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136651","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI NAS Protocols Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI bladder injury cystotomy Faculty","HS VDI bladder injury cystotomy Faculty","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136653","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI bladder injury cystotomy Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI bladder injury cystotomy Student","HS VDI bladder injury cystotomy Student","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136654","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI bladder injury cystotomy Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI DELIVER EHR Faculty","HS VDI DELIVER EHR Faculty","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136676","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI DELIVER EHR Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI DELIVER EHR Student","HS VDI DELIVER EHR Student","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136677","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI DELIVER EHR Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Cefepime Neurotoxicity Faculty","HS VDI Cefepime Neurotoxicity Faculty","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136678","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Cefepime Neurotoxicity Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Cefepime Neurotoxicity Student","HS VDI Cefepime Neurotoxicity Student","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136679","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Cefepime Neurotoxicity Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Moran SUD Dashboard Group","HS VDI Moran SUD Dashboard Group","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-134680","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Moran SUD Dashboard Group,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Another test group","Another test group","M365 Applications","Security","Global","S-1-5-21-865322659-4255640127-3857865232-134681","","OU=Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Another test group,OU=Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Ocrevus study Faculty","HS VDI Ocrevus study Faculty","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136685","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Ocrevus study Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Ocrevus study Student","HS VDI Ocrevus study Student","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136686","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Ocrevus study Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Redcap Gyn Onc Database Records Faculty","HS VDI Redcap Gyn Onc Database Records Faculty","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136687","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Redcap Gyn Onc Database Records Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Redcap Gyn Onc Database Records Student","HS VDI Redcap Gyn Onc Database Records Student","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136688","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Redcap Gyn Onc Database Records Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOP Dean Traverse Share Group","SOP Dean Traverse Share Group","Traverse File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-132703","","OU=DEAN,OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=SOP Dean Traverse Share Group,OU=DEAN,OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Pleural Effusion IDU Faculty","HS VDI Pleural Effusion IDU Faculty","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136693","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Pleural Effusion IDU Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Pleural Effusion IDU Student","HS VDI Pleural Effusion IDU Student","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136694","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Pleural Effusion IDU Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"GME PM Spreadsheets folder Group","GME PM Spreadsheets folder Group","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-136703","","OU=SSERVICES,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=GME PM Spreadsheets folder Group,OU=SSERVICES,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SPH SSL Decryption Group","SPH SSL Decryption Group","Policy Group","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136704","","OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=SPH SSL Decryption Group,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Shave Margins Faculty","HS VDI Shave Margins Faculty","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136722","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Shave Margins Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Shave Margins Student","HS VDI Shave Margins Student","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136723","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Shave Margins Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI CPAP-SAVER Intervention Faculty","HS VDI CPAP-SAVER Intervention Faculty","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136729","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI CPAP-SAVER Intervention Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI CPAP-SAVER Intervention Student","HS VDI CPAP-SAVER Intervention Student","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136730","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI CPAP-SAVER Intervention Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Rheumatology Share Group","Rheumatology Share Group","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-134202","","OU=RHEUM,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Rheumatology Share Group,OU=RHEUM,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"jthompson RBC transfusion","jthompson RBC transfusion","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-135195","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=jthompson RBC transfusion,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Lung nodule cohort Faculty","HS VDI Lung nodule cohort Faculty","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136752","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Lung nodule cohort Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Lung nodule cohort Student","HS VDI Lung nodule cohort Student","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136753","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Lung nodule cohort Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI MOSO Faculty","HS VDI MOSO Faculty","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136754","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI MOSO Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI MOSO Student","HS VDI MOSO Student","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136755","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI MOSO Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI MOTOR Claims Group","HS VDI MOTOR Claims Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-136756","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI MOTOR Claims Group,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI MOTOR Claims Group","HS VDI MOTOR Claims Group","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136757","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI MOTOR Claims Group,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS Solarwinds Group","HS Solarwinds Group","Application Role","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136782","","OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS Solarwinds Group,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCC CEI Traverse","MBRCC CEI Traverse","Traverse File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-134688","","OU=CEI,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=MBRCC CEI Traverse,OU=CEI,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"jthompson Hemochromatosis and Polycythemia","jthompson Hemochromatosis and Polycythemia","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-136791","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=jthompson Hemochromatosis and Polycythemia,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Block Legacy Authentication Group","Block Legacy Authentication Group","M365 Applications","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-136797","","OU=Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Block Legacy Authentication Group,OU=Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOMVideos Share Group","SOMVideos Share Group","File Share","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-132726","","OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=SOMVideos Share Group,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Bhandari - Statewide IE Faculty","HS VDI Bhandari - Statewide IE Faculty","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136799","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Bhandari - Statewide IE Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Bhandari - Statewide IE Student","HS VDI Bhandari - Statewide IE Student","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136800","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Bhandari - Statewide IE Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Bhandari - Infusion Service Faculty","HS VDI Bhandari - Infusion Service Faculty","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-136801","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Bhandari - Infusion Service Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Bhandari - Infusion Service Student","HS VDI Bhandari - Infusion Service Student","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-136802","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Bhandari - Infusion Service Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Psychology WVU-AD accounts","Psychology WVU-AD accounts",,"Security","Universal","S-1-5-21-865322659-4255640127-3857865232-136803","","OU=Psychology,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Psychology WVU-AD accounts,OU=Psychology,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Bhandari - Endocarditis ED Visits in WV Faculty","HS VDI Bhandari - Endocarditis ED Visits in WV Faculty","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136804","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Bhandari - Endocarditis ED Visits in WV Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Bhandari - Endocarditis ED Visits in WV Student","HS VDI Bhandari - Endocarditis ED Visits in WV Student","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136805","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Bhandari - Endocarditis ED Visits in WV Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"WVU-AD Default Workstation Domain","WVU-AD Default Workstation Domain","Computer Group","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136806","","OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=WVU-AD Default Workstation Domain,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Titanium Reviewers","Titanium Reviewers",,"Security","Universal","S-1-5-21-865322659-4255640127-3857865232-136807","","OU=Psychology,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Titanium Reviewers,OU=Psychology,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Titanium Students","Titanium Students",,"Security","Universal","S-1-5-21-865322659-4255640127-3857865232-136808","","OU=Psychology,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Titanium Students,OU=Psychology,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Lab QA and QC Faculty","HS VDI Lab QA and QC Faculty","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-136819","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Lab QA and QC Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Lab QA and QC Student","HS VDI Lab QA and QC Student","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-136820","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Lab QA and QC Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Stress Ulcer prophylaxis Faculty","HS VDI Stress Ulcer prophylaxis Faculty","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136821","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Stress Ulcer prophylaxis Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI Stress Ulcer prophylaxis Student","HS VDI Stress Ulcer prophylaxis Student","VDI Projects","Security","Global","S-1-5-21-865322659-4255640127-3857865232-136822","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI Stress Ulcer prophylaxis Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
